Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ28,OUT019,458.895
FDO13,OUT018,2062.4124
FDK48,OUT013,1331.0345
FDU07,OUT018,1882.9296
FDW20,OUT046,1965.9056
FDV12,OUT010,187.2626
FDH24,OUT013,2334.2966
FDV59,OUT049,3834.5657
FDK57,OUT045,2327.1877
FDL16,OUT027,1215.9163
NCQ17,OUT046,2911.9958
FDJ15,OUT018,3057.9448
FDX24,OUT049,1043.8192
FDT47,OUT046,1452.6537
FDT10,OUT049,803.1678
FDZ37,OUT018,1200.5597
FDW43,OUT027,7228.404
DRN36,OUT017,1646.2152
FDJ14,OUT045,1062.631
FDA32,OUT013,2582.7476
FDJ38,OUT019,403.9833
FDQ57,OUT017,1778.8737
NCQ41,OUT019,435.1618
FDG56,OUT049,1119.4229
DRC13,OUT027,3654.3545
FDV55,OUT035,2545.1282
FDQ49,OUT045,3393.3257
FDE29,OUT010,166.7615
FDR03,OUT013,3760.1172
FDD45,OUT049,1210.8173
FDN38,OUT010,505.102
FDT56,OUT046,460.436
FDT48,OUT045,3867.8936
FDU03,OUT049,3825.194
FDC56,OUT010,120.1544
NCO43,OUT027,2330.7644
FDQ27,OUT017,2405.0212
FDR03,OUT046,3335.4004
DRH23,OUT010,150.8154
FDG22,OUT045,675.5922
NCJ42,OUT013,1535.3127
FDR24,OUT046,1377.7365
FDW60,OUT035,2520.514
FDJ08,OUT013,4138.7886
DRL59,OUT018,947.7017
FDG60,OUT010,612.563
FDW27,OUT017,1678.897
FDX14,OUT018,1277.0977
FDC20,OUT013,554.4662
NCS29,OUT018,3674.3352
FDJ56,OUT046,1289.298
FDB20,OUT019,146.691
FDL28,OUT027,6525.5303
FDW01,OUT018,1753.3337
FDL03,OUT046,2025.9784
FDX22,OUT049,4770.2603
FDJ21,OUT035,3497.7493
FDR31,OUT045,2365.0847
FDG21,OUT035,3600.546
FDS22,OUT027,593.3132
FDK08,OUT035,1378.5461
FDE17,OUT018,2526.9036
NCN30,OUT017,1112.6896
FDT50,OUT046,1043.2124
NCX42,OUT049,3582.1023
FDJ12,OUT035,3423.372
NCA18,OUT027,1923.8466
FDP23,OUT019,372.1825
FDX12,OUT013,3960.3872
FDN40,OUT018,2266.5796
FDV48,OUT035,1453.9806
NCY54,OUT013,3209.604
FDL16,OUT010,124.9792
FDR45,OUT018,3904.5833
FDJ52,OUT046,2547.708
DRG01,OUT017,1572.1959
FDP52,OUT013,4892.727
FDU58,OUT017,3183.4268
FDL02,OUT045,1585.3685
FDG28,OUT013,3358.582
FDA19,OUT035,2447.0605
FDW46,OUT027,2184.6716
NCD43,OUT049,1883.2704
DRG39,OUT013,1081.7053
NCF55,OUT049,564.4536
FDJ07,OUT046,1955.8763
FDE08,OUT046,2663.2925
FDP56,OUT019,174.5256
FDT45,OUT045,611.0114
FDF17,OUT018,2741.343
FDX44,OUT046,1540.029
FDM28,OUT027,6019.608
FDI36,OUT049,3307.1758
FDS07,OUT045,1998.3834
FDD36,OUT045,1425.1622
FDW11,OUT046,1112.3235
FDN40,OUT049,2361.0828
NCQ18,OUT049,1827.766
NCQ54,OUT017,3946.5356
NCS42,OUT045,2107.8062
DRH39,OUT010,178.2746
FDC09,OUT027,2624.0034
FDT08,OUT010,234.6577
FDC08,OUT035,4080.5176
FDT20,OUT017,600.8722
FDS35,OUT035,1374.4679
FDX58,OUT018,3272.1985
FDW58,OUT046,1607.6512
DRD27,OUT046,1633.8083
FDH32,OUT019,167.5435
FDS26,OUT035,5097.725
FDQ31,OUT046,1360.9707
FDP11,OUT018,3768.618
FDD58,OUT017,1506.5778
FDM33,OUT045,4026.038
FDZ16,OUT049,4246.783
NCS29,OUT010,403.1755
NCM18,OUT019,191.7027
FDP11,OUT049,3071.6594
NCC42,OUT017,2343.223
DRM23,OUT046,2488.5293
NCN55,OUT027,2818.4165
FDK46,OUT013,3984.0857
FDR01,OUT046,2475.8518
NCA05,OUT045,1384.353
NCP43,OUT017,3034.6777
FDR12,OUT010,315.5538
FDQ01,OUT013,2962.4204
FDM13,OUT046,2189.3066
FDQ19,OUT017,3528.3547
FDK56,OUT019,421.4576
NCX06,OUT010,358.1357
FDO56,OUT027,2113.9883
FDU45,OUT045,2158.44
FDI16,OUT019,161.1727
FDL32,OUT046,2624.9067
FDA07,OUT046,1985.966
FDA14,OUT045,1936.983
FDV46,OUT027,3547.1267
NCO07,OUT035,3084.2454
NCP41,OUT046,1580.8046
FDY60,OUT018,1717.3038
FDN38,OUT017,4084.0027
FDO15,OUT046,1381.7134
FDT60,OUT013,1713.4528
FDA55,OUT035,5298.813
FDE02,OUT010,205.7113
DRJ39,OUT049,4006.9036
FDV34,OUT035,1293.258
FDS20,OUT027,3154.5469
FDF02,OUT027,3391.7092
FDW40,OUT017,2628.9065
NCB43,OUT046,3640.5564
FDR58,OUT017,1503.4438
DRJ59,OUT035,618.2368
NCD30,OUT017,1388.3632
FDE14,OUT017,1896.7626
FDC28,OUT018,1473.8639
FDU16,OUT018,901.3624
NCD19,OUT035,866.0976
FDU21,OUT046,684.7682
FDV59,OUT027,4566.8613
FDU03,OUT045,3537.2224
FDC33,OUT010,787.0097
NCR42,OUT035,333.1221
DRH59,OUT035,1243.641
NCM31,OUT035,1342.5027
FDS50,OUT035,4490.8086
FDP39,OUT046,849.2259
FDQ55,OUT013,1942.647
FDV36,OUT019,534.1444
FDI05,OUT027,1732.2253
FDS45,OUT027,2858.4214
FDA39,OUT045,727.3262
FDC37,OUT010,183.4749
FDJ60,OUT027,4528.215
DRQ35,OUT046,1991.7186
NCJ06,OUT046,1764.1115
NCY42,OUT018,2441.683
DRM37,OUT049,2896.8643
FDR14,OUT045,526.8235
FDE51,OUT049,503.7593
FDT33,OUT017,3021.944
FDR08,OUT013,1588.9658
FDE36,OUT010,186.157
FDL22,OUT019,476.8968
FDR44,OUT013,2036.5385
FDI56,OUT019,200.5713
FDE47,OUT010,255.9629
FDV27,OUT010,190.0104
FDV10,OUT049,786.0694
FDC40,OUT045,1515.7655
NCX41,OUT013,3077.9224
NCQ38,OUT027,2478.5867
FDV12,OUT027,3453.58
FDE52,OUT017,1673.6919
FDG20,OUT027,4229.505
FDV16,OUT027,814.8208
FDI32,OUT017,2960.0918
FDJ32,OUT049,594.3754
FDN39,OUT018,1569.036
FDY34,OUT017,3029.528
FDC14,OUT035,857.0979
FDA55,OUT017,4887.358
FDZ50,OUT010,767.2324
DRG13,OUT049,2860.202
FDP01,OUT013,1932.0968
NCG54,OUT017,3151.251
FDM13,OUT045,1565.4584
NCO18,OUT027,4729.855
NCW41,OUT013,2977.1973
FDM52,OUT027,3373.1355
NCF55,OUT035,770.7146
FDT09,OUT046,1640.5665
NCM19,OUT035,1518.134
FDW12,OUT018,1429.154
FDP15,OUT019,335.6372
FDK36,OUT045,815.1983
FDZ25,OUT035,2711.4226
NCW06,OUT049,2792.6785
FDW60,OUT046,2694.6045
DRC49,OUT013,2292.5295
NCT17,OUT035,3571.81
NCN06,OUT018,2349.3718
FDC45,OUT013,2178.676
DRJ47,OUT019,648.0452
NCF06,OUT045,4363.9033
FDE21,OUT010,286.6025
DRG27,OUT013,641.2514
FDW40,OUT049,2501.445
NCO53,OUT046,2424.0757
FDE23,OUT049,566.9746
FDQ16,OUT046,2326.955
FDS26,OUT045,4151.7285
FDZ13,OUT010,49.487
FDS14,OUT049,2151.3809
FDC10,OUT045,1195.943
FDY16,OUT049,3676.2395
FDJ20,OUT035,2194.5918
FDV43,OUT035,687.3142
FDZ32,OUT027,1929.9238
FDR23,OUT046,2514.859
FDN24,OUT035,874.9597
FDE34,OUT027,4780.2554
FDU31,OUT013,2732.5122
FDW33,OUT018,1387.0563
FDU26,OUT046,957.6938
FDE20,OUT027,4712.786
NCW05,OUT035,1949.7964
FDB22,OUT018,1633.4005
FDO56,OUT046,1698.3975
FDA19,OUT027,3845.9707
DRI39,OUT045,1092.5963
FDH52,OUT018,683.0659
FDZ50,OUT035,3823.132
NCN42,OUT035,3107.076
FDB53,OUT013,3224.1885
DRG11,OUT017,1945.4484
DRK11,OUT027,4282.7886
FDQ60,OUT017,1527.2184
FDT36,OUT017,641.914
DRG25,OUT018,3450.294
DRJ23,OUT046,2845.545
FDG05,OUT035,2657.135
NCK06,OUT018,1819.0808
FDU52,OUT017,2322.8005
FDW07,OUT018,1231.1447
NCM17,OUT045,888.8943
FDA22,OUT045,4104.861
NCA41,OUT018,2920.5574
FDF38,OUT035,538.6428
FDH52,OUT046,1230.7468
FDY58,OUT019,499.6465
FDZ16,OUT045,4546.4976
NCM18,OUT017,1781.9712
FDA22,OUT018,2962.7817
NCJ43,OUT035,2086.9053
FDI34,OUT027,8351.269
FDG56,OUT046,1833.6106
FDS34,OUT046,1581.1935
DRC01,OUT035,589.7862
FDQ04,OUT035,666.5623
FDK04,OUT035,687.9654
FDT51,OUT049,1645.1027
FDV26,OUT017,2991.4058
FDS04,OUT049,1656.6666
FDW43,OUT018,2467.4146
FDQ28,OUT010,363.0983
NCK06,OUT017,2223.7297
FDS23,OUT018,1621.0507
FDZ36,OUT019,657.1123
FDE56,OUT018,838.0254
FDW10,OUT027,3903.8257
NCN14,OUT045,2168.167
NCQ18,OUT045,2248.9912
FDW08,OUT017,1435.3373
FDU43,OUT035,4920.429
FDR33,OUT010,276.9938
FDM24,OUT010,302.6315
NCZ05,OUT046,1429.7012
NCV41,OUT035,1966.8844
FDV11,OUT018,2497.0015
NCY05,OUT035,785.4032
FDV44,OUT018,3695.4175
FDW32,OUT049,1069.4879
NCU18,OUT027,2917.8735
NCC43,OUT035,4214.85
FDW19,OUT013,1831.1224
FDN31,OUT035,2842.3154
FDI48,OUT045,848.4454
FDS24,OUT017,1048.0459
FDF46,OUT049,2042.1353
DRG23,OUT017,1714.1146
FDG14,OUT018,2400.989
NCY30,OUT049,2948.7175
FDO28,OUT018,1226.4135
DRD24,OUT035,2141.329
FDI33,OUT049,2058.8027
FDN32,OUT046,2813.4102
FDR16,OUT045,6138.3813
FDF26,OUT046,2590.2744
NCN29,OUT018,539.44
FDE20,OUT045,3043.2126
FDA46,OUT046,2812.123
FDU28,OUT045,3287.6282
FDQ48,OUT045,1451.8574
FDV36,OUT013,1865.7656
FDR14,OUT018,350.7913
FDP23,OUT017,4298.614
FDP56,OUT013,809.6948
FDK48,OUT010,174.6061
FDR48,OUT046,2329.0076
NCY29,OUT049,856.2947
FDM22,OUT018,903.775
DRJ01,OUT013,2015.0762
FDZ43,OUT045,4891.84
FDV03,OUT035,2707.4868
FDX11,OUT027,4637.7617
NCA41,OUT027,4126.704
FDE38,OUT017,2289.5415
FDI27,OUT018,896.0515
FDN32,OUT013,3703.8545
NCN43,OUT017,2323.424
FDB47,OUT027,5845.4873
FDV03,OUT017,3246.3938
NCN30,OUT045,992.5446
NCV54,OUT010,313.1162
FDV07,OUT013,1252.3577
FDP07,OUT049,2048.442
FDK48,OUT018,581.0956
FDM15,OUT019,216.2092
FDY19,OUT027,3021.5813
FDK46,OUT046,4515.3184
FDY11,OUT045,890.155
FDH09,OUT046,590.0984
FDO08,OUT027,4893.6406
FDU14,OUT013,3338.0842
FDD22,OUT027,3914.5408
FDM27,OUT017,2701.6038
FDL02,OUT027,3083.457
NCA17,OUT035,2680.271
FDE38,OUT019,744.3736
NCG07,OUT049,3185.4404
DRC27,OUT013,4582.9624
FDA27,OUT035,2883.2307
FDW40,OUT045,2841.0525
DRI11,OUT013,1702.6707
FDN50,OUT046,1885.3184
FDR12,OUT046,3183.9763
FDT34,OUT027,3336.1675
FDW11,OUT035,1029.9939
NCO30,OUT027,4998.9937
FDZ34,OUT017,3471.0803
FDU45,OUT017,2519.473
NCD42,OUT035,671.4268
FDX25,OUT045,2917.9126
NCR29,OUT046,813.929
FDX43,OUT019,524.1334
FDB04,OUT010,238.3836
FDR49,OUT027,1852.696
FDS39,OUT018,1377.9847
FDW58,OUT045,1612.9819
FDG22,OUT019,68.2688
FDG31,OUT017,862.3057
NCV53,OUT027,4641.5757
DRJ37,OUT035,2801.7344
FDV07,OUT035,1503.5719
FDW52,OUT018,2564.7388
FDT15,OUT045,3334.8857
FDD02,OUT018,2433.8489
FDM16,OUT035,1319.5188
NCE55,OUT046,2157.8596
FDB57,OUT018,2333.9358
FDQ04,OUT013,733.5402
FDQ47,OUT019,135.999
FDY14,OUT019,310.7277
DRK37,OUT017,3524.95
FDO25,OUT017,4634.752
FDL57,OUT046,5642.543
NCK29,OUT018,1756.737
FDK46,OUT027,8616.088
NCB43,OUT010,429.3244
DRE01,OUT027,9047.471
FDC46,OUT018,2858.0884
FDQ23,OUT045,1835.872
FDX38,OUT049,753.9182
FDG60,OUT018,4186.446
FDW55,OUT017,4850.725
FDP39,OUT013,716.3142
FDB20,OUT018,876.9266
FDV21,OUT017,2934.144
FDZ02,OUT013,962.1927
FDP19,OUT027,2761.7637
FDA38,OUT035,3769.6035
FDH22,OUT045,1835.3032
DRM11,OUT045,3940.307
FDO12,OUT027,4540.251
FDT14,OUT049,2276.5024
FDW34,OUT010,678.7028
FDG04,OUT027,3510.9036
FDW59,OUT018,999.975
FDR33,OUT018,1760.6492
FDP32,OUT013,1929.5898
FDL13,OUT027,6606.9526
FDD22,OUT013,2474.7583
FDV40,OUT027,1921.5756
NCD55,OUT046,598.9432
FDQ20,OUT010,57.116
FDD28,OUT045,678.6486
FDC39,OUT045,4657.6416
NCR17,OUT049,1858.4664
DRO35,OUT018,1637.5647
FDF40,OUT049,3781.7544
FDR31,OUT018,2767.5852
NCQ41,OUT017,3633.1365
FDP38,OUT046,522.3758
NCU54,OUT027,6265.1787
FDG22,OUT018,403.0733
DRK59,OUT013,2590.5286
FDC37,OUT046,2250.1868
NCO42,OUT013,2860.8552
NCT42,OUT017,1623.2292
FDX27,OUT035,1656.4678
FDV40,OUT018,854.6634
FDT45,OUT027,1905.3625
FDS47,OUT019,202.3283
FDR45,OUT035,7189.179
FDB03,OUT045,4211.4385
FDO49,OUT035,767.3217
FDU60,OUT027,4120.832
FDB26,OUT018,783.448
FDB46,OUT017,3567.3347
FDQ37,OUT019,292.8511
FDN03,OUT017,4296.369
NCX30,OUT045,5069.4824
FDK32,OUT019,339.847
DRM47,OUT013,3166.718
NCO02,OUT046,1750.7642
FDP04,OUT013,821.8687
NCO43,OUT049,2570.3413
FDD59,OUT013,1313.3174
FDQ10,OUT017,4234.9253
FDW45,OUT035,3607.458
NCK30,OUT049,4388.7773
FDU31,OUT018,1481.8134
NCQ17,OUT019,370.2578
FDN01,OUT017,1661.5989
FDZ19,OUT049,2591.9841
DRG37,OUT017,2036.7552
FDE32,OUT045,365.9053
FDO34,OUT049,2995.9194
FDM04,OUT019,142.3167
FDZ25,OUT049,2581.2217
FDU08,OUT049,1330.4917
NCW30,OUT045,3334.1716
NCM18,OUT013,1725.9633
FDS22,OUT035,754.5146
NCH18,OUT017,3019.8647
FDC23,OUT013,3043.822
FDY46,OUT013,2950.202
NCU06,OUT046,4227.8267
FDX57,OUT045,1777.9222
FDX36,OUT027,5727.0146
FDL16,OUT045,681.9828
FDT16,OUT010,849.744
FDN16,OUT018,1251.7521
FDC03,OUT046,3039.6184
DRF60,OUT013,5070.387
FDS27,OUT027,5190.996
FDP33,OUT010,724.4562
FDJ36,OUT018,1248.1492
NCR42,OUT013,361.2984
FDV14,OUT017,1204.1216
NCP42,OUT035,3426.5613
FDB50,OUT027,1514.744
NCC30,OUT027,3427.2097
FDA23,OUT018,1567.7577
FDW16,OUT017,1323.5367
FDQ52,OUT010,602.9955
FDB58,OUT049,2009.5342
NCP29,OUT049,655.6808
NCM05,OUT045,5123.283
FDO25,OUT013,3329.5156
NCM54,OUT046,2293.1511
NCL54,OUT046,2800.026
FDL39,OUT010,872.1793
FDF53,OUT018,2942.6565
NCQ42,OUT035,2107.6028
FDF58,OUT013,804.7692
FDZ04,OUT035,1087.3188
FDE26,OUT019,215.2519
FDS60,OUT017,2904.2214
FDV58,OUT017,3069.9192
FDM04,OUT045,1012.6919
FDE08,OUT035,2899.503
NCB43,OUT049,3430.839
FDU11,OUT010,415.7892
FDF22,OUT019,471.6008
FDE24,OUT013,1928.9086
DRJ49,OUT046,2541.89
NCQ53,OUT035,6122.667
NCL41,OUT013,421.0305
FDR22,OUT013,1828.3124
FDH04,OUT035,1317.9789
DRH15,OUT045,799.9762
FDY40,OUT049,572.474
NCI17,OUT035,1562.1647
NCC18,OUT013,2804.242
FDY28,OUT027,6293.1323
FDB45,OUT027,2488.4797
NCL30,OUT018,1819.6694
FDM10,OUT017,2698.5132
FDH22,OUT027,3133.467
NCZ53,OUT017,3190.3315
NCI18,OUT013,2689.1372
FDH14,OUT027,2262.284
FDR36,OUT027,884.0381
FDW01,OUT045,2089.051
FDK02,OUT027,3066.4177
FDJ02,OUT018,1956.8315
FDU55,OUT013,5681.4873
NCV18,OUT027,3170.8206
FDH14,OUT018,2046.9524
FDZ37,OUT045,1508.5177
FDX49,OUT049,3686.3428
NCD43,OUT046,1520.871
FDZ07,OUT013,1163.0571
FDK43,OUT035,2550.2773
FDR32,OUT018,2982.046
FDT39,OUT013,2315.5261
NCV54,OUT017,1945.3662
FDF38,OUT018,340.6275
FDV60,OUT046,3394.5369
FDH44,OUT027,4104.621
FDS21,OUT046,661.9188
NCL41,OUT045,436.4501
FDM46,OUT017,1319.2294
FDU27,OUT045,796.603
NCJ54,OUT017,5354.19
DRG51,OUT018,2243.2092
NCA29,OUT019,374.6009
FDR47,OUT045,3723.2092
NCL19,OUT027,2461.4956
DRG01,OUT049,1353.0094
FDG10,OUT046,545.041
NCV05,OUT049,2929.8948
NCH18,OUT019,454.9101
FDV14,OUT018,941.9459
DRJ23,OUT035,3461.9512
DRJ11,OUT046,3406.792
FDZ03,OUT017,2724.9702
FDI27,OUT010,56.4513
FDJ14,OUT018,1037.7938
FDU32,OUT017,1819.2448
FDD47,OUT027,3759.2524
DRF36,OUT035,3454.6824
FDM21,OUT046,3991.446
FDV10,OUT018,395.063
FDH60,OUT018,2646.8406
FDX47,OUT010,253.3017
FDT19,OUT019,291.0284
FDO11,OUT045,5805.9624
FDH24,OUT027,4296.784
FDL02,OUT018,1004.9062
FDB02,OUT049,2378.8716
FDA43,OUT046,3208.5242
FDG52,OUT045,645.237
DRC12,OUT013,2540.8784
FDY37,OUT018,1535.3972
NCU18,OUT045,2507.5227
FDU09,OUT035,878.0259
DRJ25,OUT027,1464.936
DRE12,OUT018,2139.5815
DRL47,OUT017,1685.9412
DRK01,OUT046,1512.3752
FDC22,OUT019,432.4517
FDG44,OUT013,1072.9238
FDW04,OUT035,1487.834
FDK09,OUT049,2808.5486
NCN43,OUT035,2413.8206
FDG04,OUT049,3176.2825
FDH32,OUT010,185.3555
DRI47,OUT017,2800.6516
DRE15,OUT013,1143.3428
FDY11,OUT035,897.0982
FDO60,OUT049,584.4908
FDQ20,OUT018,462.4067
FDO57,OUT027,3893.0493
FDT14,OUT019,348.0538
FDA57,OUT049,811.3111
DRN35,OUT017,755.5912
FDJ03,OUT046,731.5196
FDX28,OUT017,1948.3289
DRE25,OUT045,2019.8448
FDR09,OUT046,4477.2954
FDB23,OUT035,3851.463
FDO08,OUT045,1869.2552
FDQ23,OUT049,2011.6888
FDW04,OUT013,1524.8988
DRK13,OUT010,482.3268
NCL17,OUT027,3058.041
FDY21,OUT035,4343.5474
FDJ38,OUT027,3668.7017
FDA37,OUT019,408.3068
FDV43,OUT013,619.2298
FDL36,OUT046,1768.7914
FDD53,OUT045,725.6631
FDZ19,OUT010,446.6089
FDV21,OUT045,2964.5479
NCL54,OUT018,2747.7585
DRI47,OUT027,3492.0945
DRG03,OUT049,3013.7427
FDG21,OUT013,3573.6555
FDW03,OUT018,1512.9036
NCI55,OUT046,2621.386
DRC36,OUT019,427.4324
FDH22,OUT017,1890.5132
FDV20,OUT045,2950.4995
NCU41,OUT027,3938.7263
FDN46,OUT027,2508.7139
FDK50,OUT045,3213.5303
NCA05,OUT027,3348.759
DRH01,OUT018,3080.2253
FDT08,OUT018,2416.036
FDM08,OUT018,3053.5342
FDZ07,OUT035,1789.5088
FDS22,OUT017,943.8939
FDV35,OUT027,3071.3213
FDI28,OUT010,133.3421
FDW58,OUT027,2923.515
FDT52,OUT045,4102.4854
FDY34,OUT046,2881.7783
FDR10,OUT046,2491.6958
FDK57,OUT017,2315.1292
FDR02,OUT027,2733.373
FDX49,OUT046,3963.6245
FDQ20,OUT046,799.1384
DRK23,OUT045,6014.0454
NCW06,OUT046,3086.4082
FDR31,OUT017,2396.748
NCE43,OUT013,3200.2705
DRO59,OUT027,2024.1886
FDN09,OUT049,4783.357
FDR11,OUT046,2223.568
FDO57,OUT013,4036.8357
NCX18,OUT017,3469.766
FDB05,OUT018,2225.7239
FDQ08,OUT018,741.0794
NCG43,OUT035,1671.4672
FDJ56,OUT013,1379.1678
FDA13,OUT010,83.8321
FDO56,OUT017,1570.4404
FDB37,OUT018,3637.0876
FDZ02,OUT018,1151.0718
FDQ24,OUT046,5496.7085
FDM16,OUT013,1177.4122
FDU35,OUT049,1610.9414
FDT35,OUT035,2875.078
NCX30,OUT049,3655.6543
FDG04,OUT017,3297.7896
FDI12,OUT035,1306.7944
FDE35,OUT035,876.6055
NCP14,OUT027,2466.7334
NCY53,OUT045,1401.5121
FDP49,OUT017,707.3738
FDQ04,OUT017,823.7369
FDM39,OUT035,3448.83
FDO58,OUT019,505.192
FDC56,OUT017,2926.5754
NCQ54,OUT046,4705.594
FDV10,OUT027,965.2047
NCK17,OUT046,688.924
NCF55,OUT027,702.0452
FDV33,OUT013,4924.5063
NCH29,OUT019,264.9528
FDA37,OUT027,3491.1528
FDH46,OUT018,1424.3143
FDS25,OUT035,2249.8767
FDH04,OUT027,2203.4583
FDX52,OUT046,2906.9688
NCD42,OUT017,698.2846
FDW47,OUT017,2582.433
FDL25,OUT027,2542.771
NCJ06,OUT010,153.3523
FDY09,OUT013,1684.2334
FDS40,OUT046,573.8446
FDH41,OUT017,3119.7803
FDG38,OUT035,1772.8118
FDU03,OUT027,4724.798
FDV20,OUT046,3092.1638
DRB13,OUT045,2909.1775
NCQ30,OUT013,1206.148
NCH06,OUT013,3823.4575
FDU50,OUT018,1445.702
NCO42,OUT019,330.6883
FDW09,OUT018,387.0362
FDH04,OUT013,1209.1062
FDC21,OUT045,1732.9504
FDL21,OUT049,715.9269
FDM46,OUT010,212.0656
FDT22,OUT019,255.0204
FDB28,OUT035,2673.1636
FDI12,OUT018,1101.6002
FDA28,OUT045,2575.6187
FDF59,OUT013,1795.2983
FDM45,OUT027,2205.3286
FDQ56,OUT017,1849.3868
FDR46,OUT049,2633.8413
FDT01,OUT013,2039.3602
FDD16,OUT027,2370.7993
NCU30,OUT010,215.7946
FDM40,OUT010,360.6674
FDI56,OUT035,1955.039
NCS30,OUT013,2484.1
FDU08,OUT017,1352.6315
FDX51,OUT027,6033.847
FDA43,OUT045,2377.8796
FDX59,OUT010,114.1561
FDC37,OUT018,1619.1367
FDP58,OUT013,2734.077
NCY42,OUT035,1568.6423
FDF21,OUT018,2950.893
FDU10,OUT027,954.757
DRL47,OUT018,1632.9117
FDA58,OUT018,4090.7996
FDJ22,OUT049,2824.845
FDK50,OUT046,3591.8667
FDO38,OUT035,1412.4084
DRF60,OUT035,4597.0303
NCZ42,OUT019,486.4252
FDD35,OUT049,2007.4952
FDL25,OUT045,1189.9432
FDJ16,OUT013,845.8503
DRK59,OUT049,2881.9512
FDI50,OUT046,4833.2256
NCB19,OUT045,1602.75
DRI37,OUT035,936.2936
FDA14,OUT027,3828.705
FDC08,OUT018,1604.0593
FDS45,OUT046,2946.6333
FDI21,OUT049,1268.5857
DRJ47,OUT035,2639.3013
DRE37,OUT027,3522.5784
FDT55,OUT018,1965.0754
NCG42,OUT027,3763.7507
FDA31,OUT049,2826.6055
NCW42,OUT046,3592.9023
FDF50,OUT017,2948.4226
FDK56,OUT049,3700.057
FDX10,OUT035,278.2444
NCK07,OUT027,3488.2683
FDZ49,OUT017,3289.2686
FDR33,OUT013,1772.492
FDO44,OUT018,1012.1542
FDA20,OUT046,3817.745
NCL30,OUT045,1727.8138
FDI05,OUT019,188.1711
FDQ12,OUT018,3110.2717
FDH47,OUT017,1430.6571
FDH34,OUT018,2962.4426
FDF29,OUT046,2556.0176
FDG40,OUT018,346.5921
NCE18,OUT017,5851.993
FDP21,OUT010,405.0214
FDY50,OUT013,1628.1364
FDB36,OUT049,2456.662
NCZ29,OUT049,2527.86
FDU20,OUT018,1700.5586
FDO56,OUT013,1452.3174
FDW31,OUT049,1936.6528
DRH59,OUT013,1132.8181
NCB30,OUT017,3056.3513
FDK43,OUT027,2369.8005
FDW43,OUT045,5087.3975
NCL19,OUT017,2831.1313
FDJ27,OUT046,1267.0522
FDC45,OUT046,2046.8058
FDY40,OUT035,660.1036
NCM41,OUT035,1402.6438
NCK18,OUT019,822.0082
FDP37,OUT049,2426.1924
FDA27,OUT027,6152.545
NCX30,OUT035,3482.443
FDR09,OUT017,3624.9863
FDG08,OUT027,5254.6323
NCU30,OUT013,2391.3547
FDB16,OUT017,1294.4298
FDM16,OUT017,1325.7136
FDC48,OUT013,1436.4135
NCF18,OUT046,3515.7888
FDU46,OUT018,1496.7975
FDH41,OUT018,2517.8599
NCN42,OUT010,323.5469
FDU49,OUT046,1908.975
FDB20,OUT027,2751.5732
FDG50,OUT019,172.3581
FDW20,OUT045,2383.57
NCO55,OUT049,1569.3116
FDX48,OUT046,2823.2131
FDU48,OUT046,1787.7634
FDR48,OUT019,334.9126
FDK27,OUT013,1819.521
FDT35,OUT013,2398.4753
FDN12,OUT049,1447.0721
NCE31,OUT019,138.5019
FDL21,OUT017,725.8076
FDV56,OUT017,1825.1544
FDR16,OUT017,5118.6597
NCP41,OUT049,1208.8873
FDJ27,OUT013,1498.3872
FDA07,OUT017,1824.2415
FDK55,OUT049,1367.7522
FDM33,OUT049,4507.302
FDY46,OUT046,3447.402
FDD36,OUT046,1927.1548
FDB12,OUT027,2799.7644
FDF28,OUT019,266.6925
NCE07,OUT019,474.0956
FDW50,OUT027,3520.6453
NCW18,OUT017,3619.8604
NCJ17,OUT019,218.5233
DRZ24,OUT010,174.255
FDS07,OUT035,3051.7617
NCW05,OUT010,178.4713
FDZ22,OUT018,1289.4076
FDK02,OUT046,2311.733
FDZ45,OUT027,867.2084
FDL25,OUT046,687.9865
FDS08,OUT045,1778.6624
NCZ42,OUT027,11590.578
FDX57,OUT035,1864.7504
FDF21,OUT046,4631.956
FDJ56,OUT018,1137.0574
FDX10,OUT013,428.5794
DRG48,OUT035,2490.8538
DRN37,OUT046,2054.4722
NCY41,OUT018,359.922
FDN28,OUT045,1159.1068
FDE34,OUT045,2628.7654
FDR10,OUT045,2609.7056
FDC32,OUT017,1115.6506
DRG13,OUT046,3812.6477
FDP59,OUT049,1791.3
NCT53,OUT010,200.9541
FDL57,OUT027,3937.1592
FDN32,OUT010,327.3166
FDK09,OUT018,2842.4126
FDA52,OUT010,206.142
FDC57,OUT049,2906.0361
FDI09,OUT035,4269.176
NCB07,OUT046,2875.9304
FDP26,OUT035,1708.452
FDP40,OUT027,4370.3965
FDL15,OUT013,2508.0483
FDV07,OUT046,1611.8928
FDS03,OUT017,1121.1575
FDE50,OUT049,4025.5251
FDQ15,OUT017,983.0031
FDQ33,OUT010,309.5455
FDT22,OUT013,809.4548
DRO35,OUT035,2522.9595
FDJ41,OUT049,3503.766
FDQ27,OUT035,2468.6934
FDC26,OUT017,2688.3452
NCF43,OUT027,3188.2158
NCR50,OUT035,3042.2446
FDE39,OUT018,1732.347
FDN49,OUT027,873.1254
DRG11,OUT035,1826.0746
NCA18,OUT049,1639.9772
FDM36,OUT018,2476.8516
